Doy,Rain,dt,Temp,Radiation,Relative Humidity,Wind,lat,long,elev,height,irr
120.02,0,0.01,26.32222222,2.201888889,80.14444444,0,14.24,102.69,295,2.5,0
120.03,0,0.01,26.3,2.071,80.17777778,0.355555556,14.24,102.69,295,2.5,0
120.04,0,0.01,26.18888889,2.332888889,80.57777778,0.4,14.24,102.69,295,2.5,0
120.05,0,0.01,26.17777778,2.725666667,80.62222222,0.033333333,14.24,102.69,295,2.5,0
120.06,0,0.01,26.16666667,2.463777778,80.52222222,0.255555556,14.24,102.69,295,2.5,0
120.07,0,0.01,26.1,2.463666667,80.57777778,0.433333333,14.24,102.69,295,2.5,0
120.08,0,0.01,26.1,1.8745,80.68333333,0,14.24,102.69,295,2.5,0
120.09,0,0.01,26.07777778,1.547111111,81.01111111,1.044444444,14.24,102.69,295,2.5,0
120.1,0,0.01,25.97777778,1.678111111,81.36666667,0.933333333,14.24,102.69,295,2.5,0
120.11,0,0.01,25.92222222,1.94,81.83333333,0.788888889,14.24,102.69,295,2.5,0
120.12,0,0.01,25.87777778,2.463666667,81.9,1.077777778,14.24,102.69,295,2.5,0
120.13,0,0.01,25.93333333,2.332777778,81.85555556,1.044444444,14.24,102.69,295,2.5,0
120.14,0,0.01,25.87777778,2.332777778,81.91111111,0.466666667,14.24,102.69,295,2.5,0
120.15,0.064,0.01,25.82222222,2.725666667,82.03333333,0,14.24,102.69,295,2.5,0
120.16,0,0.01,25.76666667,2.660166667,82.08333333,0.6,14.24,102.69,295,2.5,0
120.17,0,0.01,25.72222222,2.070888889,81.94444444,0.144444444,14.24,102.69,295,2.5,0
120.18,0,0.01,25.68888889,2.332777778,81.97777778,0.288888889,14.24,102.69,295,2.5,0
120.19,0,0.01,25.63333333,1.94,82.27777778,0.866666667,14.24,102.69,295,2.5,0
120.2,0,0.01,25.56666667,1.809111111,82.28888889,1.111111111,14.24,102.69,295,2.5,0
120.21,0,0.01,25.5,2.463777778,82.6,0.9,14.24,102.69,295,2.5,0
120.22,0,0.01,25.43333333,2.201888889,82.6,1.266666667,14.24,102.69,295,2.5,0
120.23,0,0.01,25.46666667,2.594666667,82.75555556,0.677777778,14.24,102.69,295,2.5,0
120.24,0,0.01,25.45,2.3745,82.98333333,1.466666667,14.24,102.69,295,2.5,0
120.25,0,0.01,25.48888889,7.761333333,82.92222222,0.577777778,14.24,102.69,295,2.5,0
120.26,0,0.01,25.61111111,16.72544444,82.72222222,0.244444444,14.24,102.69,295,2.5,0
120.27,0,0.01,25.65555556,28.01077778,82.55555556,1.366666667,14.24,102.69,295,2.5,0
120.28,0,0.01,25.73333333,42.94222222,82.7,1.5,14.24,102.69,295,2.5,0
120.29,0,0.01,26.01111111,62.86611111,82.07777778,0.633333333,14.24,102.69,295,2.5,0
120.3,0,0.01,26.4,91.97155556,80.98888889,0.466666667,14.24,102.69,295,2.5,0
120.31,0,0.01,26.55555556,102.5701111,80.76666667,0.644444444,14.24,102.69,295,2.5,0
120.32,0,0.01,26.78888889,101.6744444,80.04444444,0.722222222,14.24,102.69,295,2.5,0
120.33,0,0.01,27.05,97.80066667,78.83333333,0.416666667,14.24,102.69,295,2.5,0
120.34,0,0.01,27.06666667,106.2592222,78.36666667,0.755555556,14.24,102.69,295,2.5,0
120.35,0,0.01,27.22222222,110.9776667,78.02222222,1.244444444,14.24,102.69,295,2.5,0
120.36,0,0.01,27.48888889,130.8457778,77.64444444,0.5,14.24,102.69,295,2.5,0
120.37,0,0.01,27.67777778,191.7174444,76.96666667,1.8,14.24,102.69,295,2.5,0
120.38,0,0.01,28,279.7326667,76.72222222,2.277777778,14.24,102.69,295,2.5,0
120.39,0,0.01,28.24444444,296.3653333,76.23333333,4,14.24,102.69,295,2.5,0
120.4,0,0.01,28.73333333,374.7968889,74.14444444,3.088888889,14.24,102.69,295,2.5,0
120.41,0,0.01,29.08333333,286.8371667,73.18333333,1.4,14.24,102.69,295,2.5,0
120.42,0,0.01,29.18888889,275.235,72.84444444,4.222222222,14.24,102.69,295,2.5,0
120.43,0,0.01,28.96666667,287.8421111,73.47777778,4.977777778,14.24,102.69,295,2.5,0
120.44,0,0.01,29.52222222,344.3297778,72.52222222,1.766666667,14.24,102.69,295,2.5,0
120.45,0,0.01,29.67777778,414.8047778,71.55555556,1.688888889,14.24,102.69,295,2.5,0
120.46,0,0.01,30.15555556,397.1366667,70.96666667,1.966666667,14.24,102.69,295,2.5,0
120.47,0,0.01,30.3,407.8583333,69.36666667,1.866666667,14.24,102.69,295,2.5,0
120.48,0,0.01,30.82222222,499.9546667,67.91111111,0.9,14.24,102.69,295,2.5,0
120.49,0,0.01,30.58333333,290.1003333,67.8,0.966666667,14.24,102.69,295,2.5,0
120.5,0,0.01,30.4,346.5684444,68.9,1.833333333,14.24,102.69,295,2.5,0
120.51,0,0.01,30.48888889,196.3475556,68.1,2.411111111,14.24,102.69,295,2.5,0
120.52,0,0.01,31.13333333,452.2882222,66.92222222,1.933333333,14.24,102.69,295,2.5,0
120.53,0,0.01,30.94444444,307.792,67.33333333,3.344444444,14.24,102.69,295,2.5,0
120.54,0,0.01,31.13333333,411.1457778,66.03333333,2.433333333,14.24,102.69,295,2.5,0
120.55,0,0.01,30.98888889,323.5286667,66.63333333,5.611111111,14.24,102.69,295,2.5,0
120.56,0,0.01,30.75555556,199.8296667,67.96666667,3.555555556,14.24,102.69,295,2.5,0
120.57,0,0.01,30.8,250.35,67.97777778,3.422222222,14.24,102.69,295,2.5,0
120.58,0,0.01,30.73333333,246.0306667,68.48333333,3.983333333,14.24,102.69,295,2.5,0
120.59,0,0.01,30.68888889,197.0443333,68.85555556,4.244444444,14.24,102.69,295,2.5,0
120.6,0.128,0.01,30.37777778,202.9336667,69.93333333,3.444444444,14.24,102.69,295,2.5,0
120.61,0,0.01,30.32222222,234.905,70.4,3.955555556,14.24,102.69,295,2.5,0
120.62,0,0.01,31.05555556,357.5993333,68.28888889,3.311111111,14.24,102.69,295,2.5,0
120.63,0,0.01,31.26666667,268.1004444,67.08888889,3.3,14.24,102.69,295,2.5,0
120.64,0,0.01,31.14444444,177.9504444,67.13333333,3.1,14.24,102.69,295,2.5,0
120.65,0,0.01,31.28888889,246.8854444,66.67777778,2.8,14.24,102.69,295,2.5,0
120.66,0,0.01,31.38333333,250.5983333,66.38333333,3.016666667,14.24,102.69,295,2.5,0
120.67,0,0.01,31.28888889,195.8748889,66.41111111,3.677777778,14.24,102.69,295,2.5,0
120.68,0,0.01,31.28888889,162.5906667,66.88888889,3.011111111,14.24,102.69,295,2.5,0
120.69,0,0.01,31.23333333,146.9442222,67.06666667,2.044444444,14.24,102.69,295,2.5,0
120.7,0,0.01,31.08888889,118.4601111,67.53333333,2.222222222,14.24,102.69,295,2.5,0
120.71,0,0.01,31.04444444,86.23477778,67.97777778,1.611111111,14.24,102.69,295,2.5,0
120.72,0,0.01,30.91111111,75.60033333,68.68888889,1.966666667,14.24,102.69,295,2.5,0
120.73,0,0.01,30.91111111,45.22411111,68.47777778,1,14.24,102.69,295,2.5,0
120.74,0,0.01,30.36666667,23.88566667,70.56666667,2.483333333,14.24,102.69,295,2.5,0
120.75,0,0.01,29.62222222,11.24911111,71.96666667,4.5,14.24,102.69,295,2.5,0
120.76,0,0.01,28.37777778,3.189888889,75.04444444,5.477777778,14.24,102.69,295,2.5,0
120.77,0,0.01,27.51111111,2.463777778,77.65555556,4.933333333,14.24,102.69,295,2.5,0
120.78,0,0.01,27.16666667,2.594666667,78.3,4.677777778,14.24,102.69,295,2.5,0
120.79,0,0.01,26.87777778,2.201888889,78.67777778,6.7,14.24,102.69,295,2.5,0
120.8,0,0.01,26.56666667,1.94,79.18888889,5.222222222,14.24,102.69,295,2.5,0
120.81,0,0.01,26.44444444,2.070888889,80.1,5.544444444,14.24,102.69,295,2.5,0
120.82,0,0.01,26.34444444,1.94,80.43333333,4.777777778,14.24,102.69,295,2.5,0
120.83,0,0.01,26.33333333,1.678,79.93333333,6.166666667,14.24,102.69,295,2.5,0
120.84,0,0.01,26.28888889,2.463777778,80.11111111,4.222222222,14.24,102.69,295,2.5,0
120.85,0,0.01,26.2,1.809,80.73333333,5.588888889,14.24,102.69,295,2.5,0
120.86,0,0.01,26.08888889,2.463777778,81.08888889,4.111111111,14.24,102.69,295,2.5,0
120.87,0,0.01,26.05555556,2.070888889,81.21111111,2.7,14.24,102.69,295,2.5,0
120.88,0,0.01,26.03333333,2.070888889,81.73333333,1.866666667,14.24,102.69,295,2.5,0
120.89,0,0.01,25.96666667,1.678111111,82.14444444,2.444444444,14.24,102.69,295,2.5,0
120.9,0,0.01,25.92222222,2.332777778,82.14444444,3.811111111,14.24,102.69,295,2.5,0
120.91,0,0.01,25.86666667,2.070833333,81.88333333,3.5,14.24,102.69,295,2.5,0
120.92,0,0.01,25.82222222,1.809111111,81.92222222,2.977777778,14.24,102.69,295,2.5,0
120.93,0,0.01,25.75555556,2.201888889,82.01111111,3.166666667,14.24,102.69,295,2.5,0
120.94,0,0.01,25.65555556,1.547222222,82.2,3.811111111,14.24,102.69,295,2.5,0
120.95,0,0.01,25.53333333,2.856666667,82.58888889,3.222222222,14.24,102.69,295,2.5,0
120.96,0,0.01,25.54444444,1.94,82.66666667,2.722222222,14.24,102.69,295,2.5,0
120.97,0,0.01,25.52222222,2.201888889,82.47777778,2.588888889,14.24,102.69,295,2.5,0
120.98,0,0.01,25.46666667,2.070888889,82.61111111,3.277777778,14.24,102.69,295,2.5,0
120.99,0,0.01,25.4,2.660166667,82.83333333,2.966666667,14.24,102.69,295,2.5,0
121,0.512,0.01,25.23333333,2.201888889,82.62222222,4.855555556,14.24,102.69,295,2.5,0
121.01,0.32,0.01,25.02222222,2.201888889,83.43333333,4.533333333,14.24,102.69,295,2.5,0
121.02,0,0.01,25.01111111,2.332777778,83.31111111,2.155555556,14.24,102.69,295,2.5,0
121.03,0,0.01,25.02222222,2.332777778,83.05555556,3.133333333,14.24,102.69,295,2.5,0
121.04,0,0.01,24.93333333,1.94,83.31111111,3.544444444,14.24,102.69,295,2.5,0
121.05,0,0.01,24.67777778,2.070888889,83.66666667,4.788888889,14.24,102.69,295,2.5,0
121.06,0.064,0.01,24.35555556,2.332777778,84.18888889,4,14.24,102.69,295,2.5,0
121.07,0,0.01,24.18888889,1.809,84.37777778,5.644444444,14.24,102.69,295,2.5,0
121.08,0,0.01,24.13333333,2.071,84.36666667,4.05,14.24,102.69,295,2.5,0
121.09,0,0.01,24.14444444,2.463777778,84,5.377777778,14.24,102.69,295,2.5,0
121.1,0.064,0.01,24.06666667,2.463777778,83.22222222,3.5,14.24,102.69,295,2.5,0
121.11,0,0.01,24.02222222,2.201888889,82.55555556,4.788888889,14.24,102.69,295,2.5,0
121.12,0,0.01,24,2.071,82.27777778,5.233333333,14.24,102.69,295,2.5,0
121.13,0,0.01,23.88888889,1.416222222,81.55555556,8.677777778,14.24,102.69,295,2.5,0
121.14,0,0.01,23.87777778,1.94,81.3,8.366666667,14.24,102.69,295,2.5,0
121.15,0,0.01,23.87777778,1.809,81.62222222,6.611111111,14.24,102.69,295,2.5,0
121.16,0,0.01,23.83333333,1.481666667,82.06666667,6.45,14.24,102.69,295,2.5,0
121.17,0,0.01,23.74444444,2.594777778,82.01111111,6.188888889,14.24,102.69,295,2.5,0
121.18,0.064,0.01,23.61111111,1.678111111,82.57777778,6.877777778,14.24,102.69,295,2.5,0
121.19,0,0.01,23.48888889,1.94,83.02222222,7.6,14.24,102.69,295,2.5,0
121.2,0,0.01,23.48888889,2.463777778,82.31111111,6.555555556,14.24,102.69,295,2.5,0
121.21,0,0.01,23.48888889,2.201888889,82.21111111,7.933333333,14.24,102.69,295,2.5,0
121.22,0,0.01,23.45555556,1.547222222,82.52222222,5.933333333,14.24,102.69,295,2.5,0
121.23,0,0.01,23.44444444,2.070888889,82.91111111,3.744444444,14.24,102.69,295,2.5,0
121.24,0,0.01,23.4,2.8565,83.35,3.516666667,14.24,102.69,295,2.5,0
121.25,0,0.01,23.44444444,5.229555556,82.51111111,5.277777778,14.24,102.69,295,2.5,0
121.26,0,0.01,23.47777778,11.97155556,81.82222222,5.055555556,14.24,102.69,295,2.5,0
121.27,0.064,0.01,23.43333333,16.47133333,81.93333333,7.988888889,14.24,102.69,295,2.5,0
121.28,0,0.01,23.36666667,21.65377778,82.91111111,4.711111111,14.24,102.69,295,2.5,0
121.29,0,0.01,23.37777778,26.85588889,83.64444444,6.144444444,14.24,102.69,295,2.5,0
121.3,0,0.01,23.44444444,35.56611111,83.83333333,2.733333333,14.24,102.69,295,2.5,0
121.31,0,0.01,23.46666667,50.81555556,83.6,5.7,14.24,102.69,295,2.5,0
121.32,0,0.01,23.54444444,48.95822222,83.35555556,4.6,14.24,102.69,295,2.5,0
121.33,0,0.01,23.61666667,65.06233333,83.13333333,4.433333333,14.24,102.69,295,2.5,0
121.34,0,0.01,23.57777778,53.75566667,83.01111111,3.8,14.24,102.69,295,2.5,0
121.35,0,0.01,23.61111111,62.23522222,83.15555556,4.822222222,14.24,102.69,295,2.5,0
121.36,0,0.01,23.76666667,76.38933333,82.91111111,2.844444444,14.24,102.69,295,2.5,0
121.37,0,0.01,23.84444444,66.45366667,82.93333333,2.822222222,14.24,102.69,295,2.5,0
121.38,0.064,0.01,23.76666667,69.35822222,82.76666667,6.466666667,14.24,102.69,295,2.5,0
121.39,0,0.01,23.86666667,86.97688889,82.35555556,3.544444444,14.24,102.69,295,2.5,0
121.4,0,0.01,23.87777778,85.85011111,82.23333333,4.755555556,14.24,102.69,295,2.5,0
121.41,0,0.01,23.85,80.05083333,82.01666667,5.15,14.24,102.69,295,2.5,0
121.42,0,0.01,23.88888889,97.19177778,82.06666667,5.3,14.24,102.69,295,2.5,0
121.43,0.064,0.01,23.85555556,100.4854444,81.87777778,6.744444444,14.24,102.69,295,2.5,0
121.44,0,0.01,23.84444444,106.5371111,81.82222222,6.944444444,14.24,102.69,295,2.5,0
121.45,0.064,0.01,23.92222222,115.9652222,82.23333333,4.111111111,14.24,102.69,295,2.5,0
121.46,0,0.01,24.04444444,118.1835556,82.08888889,4.811111111,14.24,102.69,295,2.5,0
121.47,0.064,0.01,24.02222222,120.1957778,82.68888889,4.577777778,14.24,102.69,295,2.5,0
121.48,0.064,0.01,24,142.1795556,82.62222222,5.3,14.24,102.69,295,2.5,0
121.49,0.096,0.01,24.03333333,170.1816667,82.51666667,6.783333333,14.24,102.69,295,2.5,0
121.5,0,0.01,24.14444444,184.2825556,82.16666667,6.888888889,14.24,102.69,295,2.5,0
121.51,0,0.01,24.22222222,236.6145556,82.46666667,6.711111111,14.24,102.69,295,2.5,0
121.52,0,0.01,24.38888889,190.9123333,82.11111111,4.433333333,14.24,102.69,295,2.5,0
121.53,0,0.01,24.54444444,187.6944444,81.33333333,5.888888889,14.24,102.69,295,2.5,0
121.54,0,0.01,24.51111111,212.9626667,80.81111111,4.844444444,14.24,102.69,295,2.5,0
121.55,0,0.01,24.64444444,182.0066667,80.42222222,5.122222222,14.24,102.69,295,2.5,0
121.56,0.064,0.01,24.5,171.6484444,80.2,5.566666667,14.24,102.69,295,2.5,0
121.57,0,0.01,24.43333333,180.85,81.24444444,3.222222222,14.24,102.69,295,2.5,0
121.58,0,0.01,24.28333333,157.7793333,80.98333333,5.983333333,14.24,102.69,295,2.5,0
121.59,0,0.01,24.2,141.276,81.36666667,6.233333333,14.24,102.69,295,2.5,0
121.6,0,0.01,24.24444444,139.6952222,80.88888889,8.355555556,14.24,102.69,295,2.5,0
121.61,0,0.01,24.08888889,161.134,81.41111111,5.966666667,14.24,102.69,295,2.5,0
121.62,0,0.01,24.22222222,180.9126667,81.12222222,5.644444444,14.24,102.69,295,2.5,0
121.63,0,0.01,24.32222222,138.9182222,80.58888889,4.677777778,14.24,102.69,295,2.5,0
121.64,0,0.01,23.98888889,108.7335556,80.84444444,6.022222222,14.24,102.69,295,2.5,0
121.65,0,0.01,23.95555556,94.52433333,81.48888889,5.688888889,14.24,102.69,295,2.5,0
121.66,0,0.01,23.73333333,74.76583333,82.98333333,4.9,14.24,102.69,295,2.5,0
121.67,0,0.01,23.82222222,79.95377778,83.01111111,1.9,14.24,102.69,295,2.5,0
121.68,0,0.01,23.64444444,56.49377778,83.48888889,3.933333333,14.24,102.69,295,2.5,0
121.69,0,0.01,23.74444444,42.20455556,82.5,2.877777778,14.24,102.69,295,2.5,0
121.7,0,0.01,23.78888889,36.21311111,81.96666667,4.144444444,14.24,102.69,295,2.5,0
121.71,0,0.01,23.87777778,30.64211111,82.1,2.633333333,14.24,102.69,295,2.5,0
121.72,0,0.01,23.74444444,23.59044444,82.37777778,2.233333333,14.24,102.69,295,2.5,0
121.73,0,0.01,23.57777778,10.12611111,82.3,5.811111111,14.24,102.69,295,2.5,0
121.74,0,0.01,23.6,8.725333333,81.63333333,5.033333333,14.24,102.69,295,2.5,0
121.75,0,0.01,23.67777778,6.122333333,81.42222222,4.988888889,14.24,102.69,295,2.5,0
121.76,0,0.01,23.68888889,3.118444444,81.23333333,3.844444444,14.24,102.69,295,2.5,0
121.77,0,0.01,23.62222222,2.070888889,81.85555556,3.277777778,14.24,102.69,295,2.5,0
121.78,0,0.01,23.58888889,2.201888889,81.76666667,2.333333333,14.24,102.69,295,2.5,0
121.79,0,0.01,23.46666667,2.594666667,82.43333333,3.711111111,14.24,102.69,295,2.5,0
121.8,0,0.01,23.4,2.594666667,82.4,2.344444444,14.24,102.69,295,2.5,0
121.81,0,0.01,23.42222222,2.594666667,81.72222222,2.622222222,14.24,102.69,295,2.5,0
121.82,0,0.01,23.44444444,2.071,81.3,2.266666667,14.24,102.69,295,2.5,0
121.83,0,0.01,23.36666667,2.071,81.53333333,1.95,14.24,102.69,295,2.5,0
121.84,0,0.01,23.37777778,2.463666667,81.07777778,2.433333333,14.24,102.69,295,2.5,0
121.85,0,0.01,23.31111111,2.463777778,81.41111111,1.211111111,14.24,102.69,295,2.5,0
121.86,0,0.01,23.28888889,2.725555556,81.51111111,1.911111111,14.24,102.69,295,2.5,0
121.87,0,0.01,23.23333333,2.594666667,81.22222222,1.511111111,14.24,102.69,295,2.5,0
121.88,0,0.01,23.17777778,2.071,80.81111111,2.955555556,14.24,102.69,295,2.5,0
121.89,0,0.01,23.11111111,2.201888889,80.81111111,2.255555556,14.24,102.69,295,2.5,0
121.9,0,0.01,23.1,2.463666667,81.25555556,2.444444444,14.24,102.69,295,2.5,0
121.91,0,0.01,23.08333333,3.249333333,81.18333333,4.316666667,14.24,102.69,295,2.5,0
121.92,0,0.01,23.02222222,2.332888889,80.54444444,3.533333333,14.24,102.69,295,2.5,0
121.93,0,0.01,22.96666667,2.332888889,80.65555556,3.877777778,14.24,102.69,295,2.5,0
121.94,0,0.01,22.98888889,1.809111111,80.77777778,2.222222222,14.24,102.69,295,2.5,0
121.95,0,0.01,22.98888889,2.071,80.24444444,4.9,14.24,102.69,295,2.5,0
121.96,0,0.01,22.93333333,2.070888889,80.17777778,4.388888889,14.24,102.69,295,2.5,0
121.97,0,0.01,22.8,2.463666667,81.04444444,3.133333333,14.24,102.69,295,2.5,0
121.98,0,0.01,22.5,2.594777778,82.07777778,4.866666667,14.24,102.69,295,2.5,0
121.99,0,0.01,22.45,2.267333333,82.43333333,3.116666667,14.24,102.69,295,2.5,0
122,0.064,0.01,22.42222222,2.987555556,82.9,3.844444444,14.24,102.69,295,2.5,0
122.01,0.064,0.01,22.35555556,2.463777778,83.33333333,4.5,14.24,102.69,295,2.5,0
122.02,0.064,0.01,22.38888889,1.678111111,83.38888889,5.511111111,14.24,102.69,295,2.5,0
122.03,0,0.01,22.31111111,2.463777778,83.76666667,3.933333333,14.24,102.69,295,2.5,0
122.04,0.064,0.01,22.21111111,2.332777778,84.07777778,4.744444444,14.24,102.69,295,2.5,0
122.05,0,0.01,22.23333333,1.94,84.2,3.355555556,14.24,102.69,295,2.5,0
122.06,0.064,0.01,22.21111111,1.809111111,84.42222222,3.9,14.24,102.69,295,2.5,0
122.07,0,0.01,22.21111111,1.678111111,84.5,3.555555556,14.24,102.69,295,2.5,0
122.08,0,0.01,22.21666667,2.071,84.13333333,3.283333333,14.24,102.69,295,2.5,0
122.09,0,0.01,22.25555556,1.94,83.83333333,2.655555556,14.24,102.69,295,2.5,0
122.1,0,0.01,22.25555556,2.071,84.13333333,1.466666667,14.24,102.69,295,2.5,0
122.11,0,0.01,22.3,2.070888889,83.64444444,0.644444444,14.24,102.69,295,2.5,0
122.12,0,0.01,22.3,1.94,83.74444444,2.155555556,14.24,102.69,295,2.5,0
122.13,0,0.01,22.28888889,2.332888889,83.93333333,2.722222222,14.24,102.69,295,2.5,0
122.14,0,0.01,22.32222222,2.463777778,84.15555556,1.911111111,14.24,102.69,295,2.5,0
122.15,0,0.01,22.32222222,1.809111111,83.97777778,1.977777778,14.24,102.69,295,2.5,0
122.16,0,0.01,22.33333333,2.071,84.28333333,2.733333333,14.24,102.69,295,2.5,0
122.17,0.064,0.01,22.37777778,2.201777778,84.03333333,1.544444444,14.24,102.69,295,2.5,0
122.18,0,0.01,22.34444444,2.201888889,84.13333333,1.655555556,14.24,102.69,295,2.5,0
122.19,0,0.01,22.35555556,2.332777778,83.64444444,1.155555556,14.24,102.69,295,2.5,0
122.2,0,0.01,22.4,2.332777778,83.37777778,1.333333333,14.24,102.69,295,2.5,0
122.21,0,0.01,22.35555556,2.201888889,83.74444444,1.577777778,14.24,102.69,295,2.5,0
122.22,0,0.01,22.32222222,1.809111111,83.71111111,3.1,14.24,102.69,295,2.5,0
122.23,0,0.01,22.33333333,2.201888889,83.8,2,14.24,102.69,295,2.5,0
122.24,0,0.01,22.33333333,2.207833333,83.9,1.883333333,14.24,102.69,295,2.5,0
122.25,0,0.01,22.31111111,3.404222222,83.92222222,3.388888889,14.24,102.69,295,2.5,0
122.26,0,0.01,22.34444444,6.943777778,83.5,3.377777778,14.24,102.69,295,2.5,0
122.27,0,0.01,22.44444444,11.80877778,83.2,1.177777778,14.24,102.69,295,2.5,0
122.28,0,0.01,22.46666667,13.73322222,82.87777778,1.288888889,14.24,102.69,295,2.5,0
122.29,0,0.01,22.52222222,18.18944444,82.65555556,1.111111111,14.24,102.69,295,2.5,0
122.3,0,0.01,22.58888889,30.41555556,82.5,2.866666667,14.24,102.69,295,2.5,0
122.31,0.064,0.01,22.72222222,40.74477778,81.7,3.777777778,14.24,102.69,295,2.5,0
122.32,0,0.01,22.84444444,54.58566667,81.84444444,2.755555556,14.24,102.69,295,2.5,0
122.33,0,0.01,22.96666667,65.68883333,81.66666667,3.45,14.24,102.69,295,2.5,0
122.34,0,0.01,23.11111111,70.89933333,81.01111111,2.511111111,14.24,102.69,295,2.5,0
122.35,0,0.01,23.16666667,65.95866667,79.25555556,3.444444444,14.24,102.69,295,2.5,0
122.36,0.064,0.01,23.07777778,66.41444444,76.95555556,3.633333333,14.24,102.69,295,2.5,0
122.37,0.064,0.01,22.95555556,86.969,75.56666667,3.955555556,14.24,102.69,295,2.5,0
122.38,0,0.01,22.91111111,94.19122222,74.61111111,4.588888889,14.24,102.69,295,2.5,0
122.39,0.128,0.01,22.88888889,114.0204444,74.27777778,4.288888889,14.24,102.69,295,2.5,0
122.4,0.128,0.01,22.95555556,139.1501111,73.51111111,4.988888889,14.24,102.69,295,2.5,0
122.41,0.096,0.01,23.1,143.2338333,73.21666667,4.866666667,14.24,102.69,295,2.5,0
122.42,0,0.01,23.2,168.8764444,72.23333333,3.888888889,14.24,102.69,295,2.5,0
122.43,0.064,0.01,23.26666667,172.4347778,71.92222222,4.788888889,14.24,102.69,295,2.5,0
122.44,0.128,0.01,23.36666667,165.8751111,71.23333333,5.577777778,14.24,102.69,295,2.5,0
122.45,0.128,0.01,23.36666667,148.2343333,71.07777778,3.344444444,14.24,102.69,295,2.5,0
122.46,0.128,0.01,23.43333333,201.2454444,70.07777778,5.766666667,14.24,102.69,295,2.5,0
122.47,0.064,0.01,23.6,228.8683333,70.61111111,3.233333333,14.24,102.69,295,2.5,0
122.48,0.064,0.01,23.83333333,277.1218889,69.2,4.933333333,14.24,102.69,295,2.5,0
122.49,0,0.01,23.9,243.9008333,68.76666667,6.433333333,14.24,102.69,295,2.5,0
122.5,0,0.01,23.64444444,175.4008889,68.48888889,5.333333333,14.24,102.69,295,2.5,0
122.51,0,0.01,23.74444444,213.0666667,68.55555556,4.388888889,14.24,102.69,295,2.5,0
122.52,0,0.01,23.86666667,189.305,68.56666667,5.644444444,14.24,102.69,295,2.5,0
122.53,0,0.01,23.87777778,177.0638889,68.24444444,6.077777778,14.24,102.69,295,2.5,0
122.54,0,0.01,23.88888889,193.4637778,68.42222222,3.766666667,14.24,102.69,295,2.5,0
122.55,0,0.01,24.03333333,161.9482222,68.18888889,3.777777778,14.24,102.69,295,2.5,0
122.56,0,0.01,23.86666667,158.174,68.22222222,6.133333333,14.24,102.69,295,2.5,0
122.57,0.064,0.01,23.94444444,148.6344444,68.35555556,4.5,14.24,102.69,295,2.5,0
122.58,0,0.01,23.83333333,127.1331667,68.35,4.966666667,14.24,102.69,295,2.5,0
122.59,0,0.01,24.02222222,139.816,68.58888889,3.588888889,14.24,102.69,295,2.5,0
122.6,0,0.01,24.11111111,97.25488889,68.38888889,2.266666667,14.24,102.69,295,2.5,0
122.61,0,0.01,23.97777778,106.2301111,67.77777778,3.555555556,14.24,102.69,295,2.5,0
122.62,0.064,0.01,23.84444444,105.254,67.8,3.555555556,14.24,102.69,295,2.5,0
122.63,0,0.01,23.75555556,94.47288889,68.07777778,3.455555556,14.24,102.69,295,2.5,0
122.64,0,0.01,23.77777778,86.73511111,67.83333333,3.8,14.24,102.69,295,2.5,0
122.65,0,0.01,23.72222222,91.61644444,67.95555556,2.977777778,14.24,102.69,295,2.5,0
122.66,0,0.01,23.7,83.4975,68.35,2.8,14.24,102.69,295,2.5,0
122.67,0,0.01,23.62222222,70.236,68.68888889,3.488888889,14.24,102.69,295,2.5,0
122.68,0,0.01,23.62222222,75.83877778,68.37777778,4.222222222,14.24,102.69,295,2.5,0
122.69,0,0.01,23.67777778,62.76,68.84444444,1.511111111,14.24,102.69,295,2.5,0
122.7,0,0.01,23.64444444,55.59377778,69.81111111,3.633333333,14.24,102.69,295,2.5,0
122.71,0.064,0.01,23.6,32.48311111,71.32222222,3.011111111,14.24,102.69,295,2.5,0
122.72,0,0.01,23.33333333,22.28477778,74.46666667,2.911111111,14.24,102.69,295,2.5,0
122.73,0,0.01,23.3,16.86422222,75.9,1.944444444,14.24,102.69,295,2.5,0
122.74,0,0.01,23.31666667,11.91,75.56666667,1.45,14.24,102.69,295,2.5,0
122.75,0,0.01,22.875,8.410125,77.6,2.1875,14.24,102.69,295,2.5,0
122.76,0,0.01,23.13333333,3.674,77.81111111,1.966666667,14.24,102.69,295,2.5,0
122.77,0,0.01,23,1.94,78.61111111,1.922222222,14.24,102.69,295,2.5,0
122.78,0,0.01,22.88888889,2.332777778,79.71111111,1.077777778,14.24,102.69,295,2.5,0
122.79,0,0.01,22.85555556,2.070888889,80.11111111,3.422222222,14.24,102.69,295,2.5,0
122.8,0,0.01,22.75555556,2.070888889,80.93333333,5.733333333,14.24,102.69,295,2.5,0
122.81,0,0.01,22.54444444,2.332777778,81.84444444,3.922222222,14.24,102.69,295,2.5,0
122.82,0,0.01,22.55555556,2.332888889,81.81111111,3.733333333,14.24,102.69,295,2.5,0
122.83,0,0.01,22.6,2.071,81.6,2.966666667,14.24,102.69,295,2.5,0
122.84,0,0.01,22.64444444,2.463777778,81.17777778,2.1,14.24,102.69,295,2.5,0
122.85,0,0.01,22.63333333,2.856555556,81.16666667,2.588888889,14.24,102.69,295,2.5,0
