"2023-11-13 10:36:30","2023-11-13 10:36:30","9.4","4.71"
"2023-11-13 10:41:33","2023-11-13 10:41:33","9.4","4.71"
"2023-11-13 10:46:35","2023-11-13 10:46:35","9.4","4.71"
"2023-11-13 10:51:38","2023-11-13 10:51:38","9.62","4.71"
"2023-11-13 10:56:41","2023-11-13 10:56:41","9.29","4.61"
"2023-11-13 11:01:44","2023-11-13 11:01:44","9.51","4.61"
"2023-11-13 11:06:47","2023-11-13 11:06:47","9.19","4.5"
"2023-11-13 11:11:50","2023-11-13 11:11:50","9.51","4.61"
"2023-11-13 11:16:53","2023-11-13 11:16:53","9.51","4.61"
"2023-11-13 11:21:56","2023-11-13 11:21:56","9.72","3.02"
"2023-11-13 11:26:59","2023-11-13 11:26:59","9.4","2.49"
"2023-11-13 11:32:01","2023-11-13 11:32:01","9.51","2.38"
"2023-11-13 11:37:04","2023-11-13 11:37:04","9.51","2.38"
"2023-11-13 11:42:07","2023-11-13 11:42:07","9.83","2.38"
"2023-11-13 11:47:10","2023-11-13 11:47:10","9.72","2.38"
"2023-11-13 11:52:13","2023-11-13 11:52:13","10.04","2.49"
"2023-11-13 11:57:16","2023-11-13 11:57:16","9.83","2.49"
"2023-11-13 12:02:19","2023-11-13 12:02:19","10.04","2.49"
"2023-11-13 12:07:22","2023-11-13 12:07:22","9.94","2.49"
"2023-11-13 12:12:25","2023-11-13 12:12:25","9.51","2.49"
"2023-11-13 12:17:27","2023-11-13 12:17:27","10.04","2.49"
"2023-11-13 12:22:30","2023-11-13 12:22:30","9.94","2.49"
"2023-11-13 12:27:33","2023-11-13 12:27:33","9.72","2.49"
"2023-11-13 12:32:36","2023-11-13 12:32:36","10.04","2.49"
"2023-11-13 12:37:39","2023-11-13 12:37:39","9.83","2.38"
"2023-11-13 12:42:42","2023-11-13 12:42:42","9.72","2.49"
"2023-11-13 12:47:45","2023-11-13 12:47:45","9.83","2.38"
"2023-11-13 12:52:48","2023-11-13 12:52:48","9.72","2.49"
"2023-11-13 12:57:51","2023-11-13 12:57:51","10.04","2.49"
"2023-11-13 13:02:53","2023-11-13 13:02:53","9.51","2.49"
"2023-11-13 13:07:56","2023-11-13 13:07:56","9.72","2.49"
"2023-11-13 13:12:59","2023-11-13 13:12:59","9.72","2.49"
"2023-11-13 13:18:02","2023-11-13 13:18:02","9.72","2.49"
"2023-11-13 13:23:05","2023-11-13 13:23:05","9.83","2.59"
"2023-11-13 13:28:08","2023-11-13 13:28:08","9.72","2.49"
"2023-11-13 13:33:11","2023-11-13 13:33:11","9.72","2.59"
"2023-11-13 13:38:14","2023-11-13 13:38:14","10.26","2.38"
"2023-11-13 13:43:17","2023-11-13 13:43:17","10.04","2.59"
"2023-11-13 13:48:20","2023-11-13 13:48:20","10.15","2.38"
"2023-11-13 13:53:23","2023-11-13 13:53:23","10.15","2.59"
"2023-11-13 13:58:26","2023-11-13 13:58:26","10.37","2.59"
"2023-11-13 14:03:28","2023-11-13 14:03:28","10.04","2.59"
"2023-11-13 14:08:31","2023-11-13 14:08:31","10.26","2.59"
"2023-11-13 14:13:34","2023-11-13 14:13:34","9.83","2.59"
"2023-11-13 14:18:37","2023-11-13 14:18:37","10.26","2.59"
"2023-11-13 14:23:40","2023-11-13 14:23:40","10.26","2.59"
"2023-11-13 14:28:43","2023-11-13 14:28:43","10.15","2.59"
"2023-11-13 14:33:46","2023-11-13 14:33:46","9.83","2.59"
"2023-11-13 14:38:49","2023-11-13 14:38:49","9.94","2.59"
"2023-11-13 14:43:52","2023-11-13 14:43:52","10.37","2.59"
"2023-11-13 14:48:54","2023-11-13 14:48:54","10.04","2.59"
"2023-11-13 14:53:57","2023-11-13 14:53:57","10.37","2.59"
"2023-11-13 14:59:00","2023-11-13 14:59:00","9.94","2.59"
"2023-11-13 15:04:03","2023-11-13 15:04:03","9.83","2.59"
"2023-11-13 15:09:06","2023-11-13 15:09:06","10.26","2.59"
"2023-11-13 15:14:09","2023-11-13 15:14:09","9.94","2.59"
"2023-11-13 15:19:12","2023-11-13 15:19:12","9.83","2.59"
"2023-11-13 15:24:15","2023-11-13 15:24:15","10.47","2.59"
"2023-11-13 15:29:17","2023-11-13 15:29:17","10.37","2.59"
"2023-11-13 15:34:20","2023-11-13 15:34:20","9.94","2.59"
"2023-11-13 15:39:23","2023-11-13 15:39:23","10.04","2.59"
"2023-11-13 15:44:26","2023-11-13 15:44:26","10.37","2.59"
"2023-11-13 15:49:29","2023-11-13 15:49:29","10.26","2.59"
"1699865672470","2023-11-13 15:54:32","10.15","2.59"
