"day","Yeild","irr"
"0","0.0","0.0"
"1","0.0","0.0"
"2","0.0","0.0"
"3","0.0","0.0"
"4","0.0","0.0"
"5","0.0","0.0"
"6","0.0","40.888888888877275"
"7","0.0","40.888888888877275"
"8","0.0","40.888888888877275"
"9","0.0","40.888888888877275"
"10","0.0","40.888888888877275"
"11","0.0","40.888888888877275"
"12","0.0","40.888888888877275"
"13","0.0","40.888888888877275"
"14","0.0","40.888888888877275"
"15","0.0","45.3333333333101"
"16","0.0","81.77777777775454"
"17","0.0","81.77777777775454"
"18","0.0","81.77777777775454"
"19","0.0","81.77777777775454"
"20","0.0","81.77777777775454"
"21","0.0","81.77777777775454"
"22","0.0","81.77777777775454"
"23","0.0","81.77777777775454"
"24","0.0","81.77777777775454"
"25","0.0","81.77777777775454"
"26","0.0","119.11111111108784"
"27","0.0","119.11111111108784"
"28","0.0","119.11111111108784"
"29","0.0","119.11111111108784"
"30","0.0","119.11111111108784"
"31","0.0","119.11111111108784"
"32","0.0","119.11111111108784"
"33","8.160046140098207E-4","119.11111111108784"
"34","0.011691392440475613","119.11111111108784"
"35","0.04685145380065661","156.4444444444212"
"36","0.1205985498785949","156.4444444444212"
"37","0.24724585130725676","156.4444444444212"
"38","0.44111558119314603","156.4444444444212"
"39","0.7165374954049257","156.4444444444212"
"40","1.0878475598274013","156.4444444444212"
"41","1.569386792037275","156.4444444444212"
"42","2.175500240921841","156.4444444444212"
"43","2.92053608255425","156.4444444444212"
"44","3.8188448144636356","193.7777777777546"
"45","4.884778533519773","193.7777777777546"
"46","6.132690285156879","193.7777777777546"
"47","7.5769334737147656","193.7777777777546"
"48","9.231861325371431","193.7777777777546"
"49","11.111826396549882","193.7777777777546"
"50","13.23118012185545","193.7777777777546"
"51","15.604272396576652","193.7777777777546"
"52","18.245451189589353","215.9999999999629"
"53","21.169062183159163","232.88888888885182"
"54","24.389448436651897","232.88888888885182"
"55","27.920950071541178","232.88888888885182"
"56","31.777903975348806","232.88888888885182"
"57","35.97464352225969","232.88888888885182"
"58","40.525498308126664","232.88888888885182"
"59","45.44479389738872","232.88888888885182"
"60","50.746851579086474","232.88888888885182"
"61","56.44598812863436","273.7777777777407"
"62","62.55651557128931","273.7777777777407"
"63","69.09274094231195","273.7777777777407"
"64","76.06896603761231","273.7777777777407"
"65","83.4994871471588","273.7777777777407"
"66","91.39859476154493","273.7777777777407"
"67","99.78057323977188","273.7777777777407"
"68","108.6597004234165","273.7777777777407"
"69","118.05024717879199","273.7777777777407"
"70","127.96647684433523","312.88888888885174"
"71","138.422644555119","312.88888888885174"
"72","149.43299640993894","312.88888888885174"
"73","161.01176843874796","312.88888888885174"
"74","173.1731853192605","312.88888888885174"
"75","185.93145878142877","312.88888888885174"
"76","199.3007856276228","312.88888888885174"
"77","213.29534528553282","312.88888888885174"
"78","227.92929680119278","313.77777777774065"
"79","243.2167751750113","351.99999999996277"
"80","259.1718869469415","351.99999999996277"
"81","275.8087049550934","351.99999999996277"
"82","293.1412622340013","351.99999999996277"
"83","311.1835450959364","351.99999999996277"
"84","329.94948556478823","351.99999999996277"
"85","349.4529535204288","351.99999999996277"
"86","369.7077491697795","351.99999999996277"
"87","390.7275967820701","391.1111111110738"
"88","412.5261409754776","391.1111111110738"
"89","435.11694714445343","391.1111111110738"
"90","458.5135077464905","391.1111111110738"
"91","482.72925596168943","391.1111111110738"
"92","507.7775875447463","391.1111111110738"
"93","533.6718904459473","391.1111111110738"
"94","560.4255801155563","391.1111111110738"
"95","588.052136700199","413.33333333329597"
"96","616.5651391493694","430.2222222221848"
"97","645.97829111135","430.2222222221848"
"98","676.3054346496776","430.2222222221848"
"99","707.5605500155339","430.2222222221848"
"100","739.7577423089228","430.2222222221848"
"101","772.9112180596749","430.2222222221848"
"102","807.0352559818167","430.2222222221848"
"103","842.1441762472044","430.2222222221848"
"104","878.2523118264816","471.1111111110736"
"105","915.3739841985225","471.1111111110736"
"106","953.5234844597454","471.1111111110736"
"107","992.7150598507787","471.1111111110736"
"108","1032.9629050655703","471.1111111110736"
"109","1074.2811573941572","471.1111111110736"
"110","1116.6838946881592","471.1111111110736"
"111","1160.1851352290225","471.1111111110736"
"112","1204.7988387414034","510.22222222218466"
"113","1250.5389079725603","510.22222222218466"
"114","1297.4191904218637","510.22222222218466"
"115","1345.4534799390055","510.22222222218466"
"116","1394.6555180123946","510.22222222218466"
"117","1445.038994643589","510.22222222218466"
"118","1496.617548754541","510.22222222218466"
"119","1549.4047681075422","510.22222222218466"
"120","1603.4141887377848","532.444444444407"
"121","1658.6592939095126","549.3333333332961"
"122","1715.1535126116405","549.3333333332961"
"123","1772.9102176097226","549.3333333332961"
"124","1831.9427230696901","549.3333333332961"
"125","1892.2642817658268","549.3333333332961"
"126","1953.8880818816842","549.3333333332961"
"127","2016.8272434083121","549.3333333332961"
"128","2081.0948141395847","550.222222222185"
"129","2146.703765259504","588.4444444444075"
"130","2213.666986511178","588.4444444444075"
"131","2281.9972809315923","588.4444444444075"
"132","2351.7073591302055","588.4444444444075"
"133","2422.8098330826306","588.4444444444075"
"134","2495.3172094030147","588.4444444444075"
"135","2569.241882049976","588.4444444444075"
"136","2644.596124410843","588.4444444444075"
"137","2721.392080697087","629.3333333332967"
"138","2799.6417565699367","629.3333333332967"
"139","2879.3570088986785","629.3333333332967"
"140","2960.5495345345657","629.3333333332967"
"141","3043.2308579599135","629.3333333332967"
"142","3127.412317644148","629.3333333332967"
"143","3213.1050509052593","629.3333333332967"
"144","3300.319977035444","629.3333333332967"
"145","3389.0677784023155","668.4444444444081"
"146","3479.358879180564","668.4444444444081"
"147","3571.2034213016473","668.4444444444081"
"148","3664.6112371289273","668.4444444444081"
"149","3759.591818270353","668.4444444444081"
"150","3856.15427982736","668.4444444444081"
"151","3954.3073192442166","668.4444444444081"
"152","4054.686898160639","674.6666666666304"
"153","4156.821433481096","707.5555555555195"
"154","4260.630765789659","707.5555555555195"
"155","4365.976594251586","707.5555555555195"
"156","4471.603542663869","707.5555555555195"
"157","4577.229157583925","707.5555555555195"
"158","4682.853256491217","746.6666666666309"
"159","4788.475647080393","746.6666666666309"
"160","4894.096157244938","746.6666666666309"
"161","4999.714634422178","746.6666666666309"
"162","5105.330944817191","746.6666666666309"
"163","5210.944972548972","785.7777777777424"
"164","5316.556618736362","785.7777777777424"
"165","5422.165800539938","785.7777777777424"
"166","5527.772450174492","785.7777777777424"
"167","5633.376513904812","785.7777777777424"
"168","5738.977951035458","824.8888888888538"
"169","5844.576732903015","824.8888888888538"
"170","5950.1728418770745","824.8888888888538"
"171","6055.76627037392","824.8888888888538"
"172","6161.357019884566","824.8888888888538"
"173","6266.945100016509","865.7777777777429"
"174","6372.530527546046","865.7777777777429"
"175","6478.113325475532","865.7777777777429"
"176","6583.693522087253","865.7777777777429"
"177","6689.271149982579","865.7777777777429"
"178","6794.846245091657","893.3333333332987"
"179","6900.418845635176","904.8888888888544"
"180","7005.988991015165","904.8888888888544"
"181","7111.556720606613","904.8888888888544"
"182","7217.122072415451","904.8888888888544"
"183","7322.685081561144","914.6666666666322"
"184","7428.245778533709","945.7777777777435"
"185","7533.804187164865","945.7777777777435"
"186","7639.360322241881","945.7777777777435"
"187","7744.914186680212","945.7777777777435"
"188","7850.46576815771","945.7777777777435"
"189","7956.015035100278","983.1111111110771"
"190","8061.561931897732","983.1111111110771"
"191","8167.10637322236","983.1111111110771"
"192","8272.648237325637","983.1111111110771"
"193","8378.187358207704","983.1111111110771"
"194","8483.723516599226","1020.4444444444107"
"195","8589.256429779696","1020.4444444444107"
"196","8694.785740397581","1020.4444444444107"
"197","8800.311004675888","1020.4444444444107"
"198","8905.831680701907","1020.4444444444107"
"199","9011.347117924526","1057.7777777777435"
"200","9116.856549509013","1057.7777777777435"
"201","9222.359089781314","1057.7777777777435"
